Job,Company,Address,Deadline,URL
Trainee Assistant,Siddhartha Bank,Kathmandu,4/15/2019,www.merojob.com/trainee-assistant-43
Jr. Officer (IT Department),Gurkhas Finance Limited (GUFL),"Kathmandu, Nepal",4/11/2019,www.merojob.com/jr-officer-5
सहायक प्रबन्धक (कम्प्युटर),कर्मचारी सञ्चय काेष,"Tanahu, Nepal",4/19/2019,www.merojob.com/-1700
Branch Managers,AECC Global Nepal,Chitwan and Pokhara,4/9/2019,www.merojob.com/branch-managers-19
Principal,A Private English Medium School,"Kathmandu, Nepal",4/10/2019,www.merojob.com/principal-74
Administration Officer,A Reputed College,"Maharajgunj, Chakrapath",4/19/2019,www.merojob.com/administration-officer-43
Deputy General Manager,United Insurance Co. (Nepal) Ltd.,"Kathmandu, Nepal",4/17/2019,www.merojob.com/deputy-general-manager-15
Assistant General Manager,United Insurance Co. (Nepal) Ltd.,"Kathmandu, Nepal",4/17/2019,www.merojob.com/assistant-general-manager-15
Teachers,Jeevan Jyoti English Boarding School,"Manamaiju, Kathmandu",4/7/2019,www.merojob.com/teachers-few-32
Teachers,Guheshwari Boarding High School,"Bansbari, Kathmandu",4/7/2019,www.merojob.com/teachers-61
Store Manager/ Cashier,Pioneer Trade Concern,"Kathmandu, Nepal",4/14/2019,www.merojob.com/store-manager-cashier-2
Internal Audit & MIS (Senior / Junior),Jagdamba Steels,"Naxal, Kathmandu",4/13/2019,www.merojob.com/internal-audit-mis-senior-junior
Store Head (GM),Jagdamba Steels,"Simara, Bara",4/13/2019,www.merojob.com/store-head-gm
Procurement Officer,Jagdamba Steels,"Simara, Bara",4/13/2019,www.merojob.com/procurement-officer-82
Communications & Administration Officer,Action For Nepal,"Kathmandu, Nepal",4/6/2019,www.merojob.com/communications-administration-officer
Chief Manager- Few,United Insurance Co. (Nepal) Ltd.,Head Office and Branch Offices,4/17/2019,www.merojob.com/chief-manager-few
Senior Manager- Few,United Insurance Co. (Nepal) Ltd.,Head Office and Branches,4/17/2019,www.merojob.com/senior-manager-few-2
Manager- Few,United Insurance Co. (Nepal) Ltd.,Head Office and Branch Offices,4/17/2019,www.merojob.com/manager-few-7
Deputy Manager- Few,United Insurance Co. (Nepal) Ltd.,"Kathmandu, Nepal",4/17/2019,www.merojob.com/deputy-manager-few-2
Assistant Manager- Few,United Insurance Co. (Nepal) Ltd.,Head Office and Branch Offices,4/17/2019,www.merojob.com/assistant-manager-few-3
Social Media Manager,Freelancer Company,"2nd Floor, House No. 384,, Buth Marg, Dhungedhara Chowk,,...",4/13/2019,www.merojob.com/social-media-manager-17
Business Analyst,COTIVITI NEPAL,Nepalgunj,4/13/2019,www.merojob.com/business-analyst-26
Sales Executive,Hilltake Industries,Birgunj,4/10/2019,www.merojob.com/sales-executive-454
Frontend and Hybrid App Developer,ITONICS Nepal,Butwal,4/13/2019,www.merojob.com/frontend-and-hybrid-app-developer
Frontend Developer,ITONICS Nepal,Pokhara,4/13/2019,www.merojob.com/frontend-developer-49
Admin Officer/ Assistant,Universal Engineering and Science College,"Chakupat, Lalitpur",4/13/2019,www.merojob.com/admin-officer-assistant-2
Operation Manager,A Fastest Growing Remittance Company,Nepal,4/10/2019,www.merojob.com/operation-manager-84
सुपरभाइजर,परियाेजना बचत तथा ऋण सहकारी संस्था लि.,"Battisputali, Kathmandu",4/11/2019,www.merojob.com/-1751
Montessori Incharge,A Reputed School,"Kathmandu, Nepal",4/12/2019,www.merojob.com/montessori-incharge-4
School Principal,Southwestern School,"Basundhara, Kathmandu",4/11/2019,www.merojob.com/school-principal-9
Grade Teachers (Pre-3),Kathmandu Xavier's Public School,"Kathmandu, Nepal",4/9/2019,www.merojob.com/grade-teachers-pre-3
Secondary Level Teachers,Nightingale International Secondary School,"Kathmandu, Nepal",4/8/2019,www.merojob.com/secondary-level-teachers-30
Counselor,Maple International Education,"Putalisadak, Kathmandu",4/10/2019,www.merojob.com/counselor-281
Operation Manager,Times Remit,Kathmandu,4/8/2019,www.merojob.com/operation-manager-82
Sr. Executive – Accounts,Flash Freight Logistics,"Based in HQ, Pulchowk Lalitpur",4/6/2019,www.merojob.com/sr-executive-accounts-4
Executive – Accounts,Flash Freight Logistics,"Based in HQ, Pulchowk Lalitpur",4/6/2019,www.merojob.com/sr-executive-accounts-3
Safety Management Assistant,Sinohydro-Sagarmatha Power Company,"Lamjung, Nepal",4/11/2019,www.merojob.com/safety-management-assistant
Science Teacher (Secondary Level),A Well Reputed School,Kirtipur,4/6/2019,www.merojob.com/science-teacher-secondary-level-10
Maths Teacher (Lower Secondary Level),A Well Reputed School,Kirtipur,4/6/2019,www.merojob.com/maths-teacher-lower-secondary-level
English Teacher (Lower Secondary Level),A Well Reputed School,Kirtipur,4/6/2019,www.merojob.com/english-teacher-lower-secondary-level-4
Computer Teacher (Lower Secondary Level),A Well Reputed School,Kirtipur,4/6/2019,www.merojob.com/computer-teacher-lower-secondary-level-5
English Teacher (Primary Level),A Well Reputed School,Kirtipur,4/6/2019,www.merojob.com/english-teacher-primary-level-6
Consumer Marketing Assistant Manager,Sastodeal,"Kathmandu, Nepal",4/7/2019,www.merojob.com/consumer-marketing-assistant-manager
Manager,Tesla Diagnostic Clinic,"Kathmandu, Nepal",4/8/2019,www.merojob.com/manager-235
Staff Nurse,Tesla Diagnostic Clinic,"Kathmandu, Nepal",4/8/2019,www.merojob.com/staff-nurse-107
Medical Report Writer,Tesla Diagnostic Clinic,"Kathmandu, Nepal",4/8/2019,www.merojob.com/medical-report-writer-2
Administrator,Tesla Diagnostic Clinic,"Kathmandu, Nepal",4/8/2019,www.merojob.com/administrator-29
Bus Helpers,St. Joseph's English Academy,"Lalitpur, Nepal",4/12/2019,www.merojob.com/bus-helpers
Pre-School Coordinator,Radiant Readers' Academy,"Tanahu, Nepal",4/6/2019,www.merojob.com/pre-school-coordinator-7
Maths Teacher (Primary Level),A Well Reputed School,Kirtipur,4/6/2019,www.merojob.com/maths-teacher-primary-level-3
Science Teacher (Primary Level),A Well Reputed School,Kirtipur,4/6/2019,www.merojob.com/science-teacher-primary-level-4
Secondary Level Teachers,REHDON College & School,"REHDON Pul, Samakhusi, Kathmandu",4/10/2019,www.merojob.com/secondary-level-teachers-33
Lower Secondary Level Teachers,REHDON College & School,"REHDON Pul, Samakhusi, Kathmandu",4/10/2019,www.merojob.com/lower-secondary-level-teachers-21
Radiographer,Tesla Diagnostic Clinic,"Kathmandu, Nepal",4/8/2019,www.merojob.com/radiographer-18
Accountant,Tesla Diagnostic Clinic,"Kathmandu, Nepal",4/8/2019,www.merojob.com/accountant-1345
Marketing Representative,Tesla Diagnostic Clinic,"Kathmandu, Nepal",4/8/2019,www.merojob.com/marketing-representative-207
Receptionist/Cashier,Tesla Diagnostic Clinic,"Kathmandu, Nepal",4/8/2019,www.merojob.com/receptionistcashier-5
Legal & Compliance Manager,daraz.com.np,"Gairidhara, Kathmandu",4/7/2019,www.merojob.com/legal-compliance-manager
Mathematics Teachers (Primary/L. Sec./Secondary),Erudite Academy Secondary School,"REHDON Pul, Samakhusi, Kathmandu",4/9/2019,www.merojob.com/mathematics-teachers-primaryl-secsecondary
Primary Level Teacher,REHDON College & School,"REHDON Pul, Samakhusi, Kathmandu",4/10/2019,www.merojob.com/primary-level-teacher-9
Digital Executive,daraz.com.np,"Kathmandu, Nepal",4/7/2019,www.merojob.com/digital-executive
Graphic Designer,Kreativ Nepa,"Babarmahal, Near Rosebud School",4/6/2019,www.merojob.com/graphic-designer-603
Marketing Personnel,Bramha Devi Security,"Kathmandu, Nepal",4/7/2019,www.merojob.com/marketing-personnel-18
DevOps Engineer (System Team),COTIVITI NEPAL,"Kathmandu,Nepal",4/12/2019,www.merojob.com/devops-engineer-system-team-3
Senior Oracle – PL/SQL DEVELOPER,COTIVITI NEPAL,"Kathmandu, Nepal",4/8/2019,www.merojob.com/senior-oracle-plsql-developer-2
Computer Teachers (Primary),Erudite Academy Secondary School,"Nagarjun-2, Swoyambhu",4/9/2019,www.merojob.com/computer-teachers-primary
Nepali Teachers (Primary/L.Secondary),Erudite Academy Secondary School,"Nagarjun-2, Swoyambhu",4/9/2019,www.merojob.com/nepali-teachers-primarylsecondary
Oracle – PL/SQL DEVELOPER,COTIVITI NEPAL,"Kathmandu, Nepal",4/8/2019,www.merojob.com/oracle-plsql-developer-2
Senior Test Automation Engineer,COTIVITI NEPAL,"Kathmandu, Nepal",4/8/2019,www.merojob.com/senior-test-automation-engineer-2
JAVA Developer,COTIVITI NEPAL,"Kathmandu, Nepal",4/8/2019,www.merojob.com/java-developer-83
Receptionist,ZTE Corporation,"Kathmandu, Nepal",4/6/2019,www.merojob.com/receptionist-1096
Sr. MEL Officer,Humanity & Inclusion (HI),Country Office with field visits,4/7/2019,www.merojob.com/sr-mel-officer
Basic Level Teachers (3-5),REED Model School/College,"Nagarjun-2, Swoyambhu",4/10/2019,www.merojob.com/basic-level-teachers-3-5
Grade Teacher (UKG to Grade 2),REED Model School/College,"Nagarjun-2, Swoyambhu",4/10/2019,www.merojob.com/grade-teacher-ukg-to-grade-2
Hostel Teacher,REED Model School/College,"Nagarjun-2, Swoyambhu",4/10/2019,www.merojob.com/hostel-teacher-3
Grade Teacher (Grade 3),City Montessori,"Anamnagar, Kathmandu",4/10/2019,www.merojob.com/grade-teacher-grade-3
Secondary Science/HPE Teacher,Woodsville School,"Thasikhel, Lalitpur",4/12/2019,www.merojob.com/secondary-sciencehpe-teacher
InDesign Artist,Makarios,"Naxal, Kathmandu",4/8/2019,www.merojob.com/indesign-artist-3
Small - Scale Infrastructure Expert(Engineer),KECC,"Sunwal, Nawalparasi",4/25/2019,www.merojob.com/small-scale-infrastructure-expertengineer
Commercial Sales Director,Marie Stopes Products and Trading,based in Kathmandu with significant field travel,4/7/2019,www.merojob.com/commercial-sales-director-2
Jr. Accountant,Felt and Yarn,"Khusibun, Kathmandu, Central Development Region, Nepal",4/12/2019,www.merojob.com/jr-accountant-11
Chartered Accountant,Shikhar Organization Limited,"Kathmandu, Nepal",4/8/2019,www.merojob.com/chartered-accountant-41
Secondary Nepali Teacher,Woodsville School,"Thasikhel, Lalitpur",4/12/2019,www.merojob.com/secondary-nepali-teacher-4
Lower Secondary Science/HPE Teacher,Woodsville School,"Thasikhel, Lalitpur",4/12/2019,www.merojob.com/lower-secondary-sciencehpe-teacher
Lower Secondary English Teacher,Woodsville School,"Thasikhel, Lalitpur",4/12/2019,www.merojob.com/lower-secondary-english-teacher-28
Lower Secondary Maths Teacher,Woodsville School,"Thasikhel, Lalitpur",4/12/2019,www.merojob.com/lower-secondary-maths-teacher-6
Primary Computer Teacher,Woodsville School,"Thasikhel, Lalitpur",4/12/2019,www.merojob.com/primary-computer-teacher-6
Marketing Officer,JD Internet ventures,Kathmandu,4/8/2019,www.merojob.com/marketing-officer-820
Graphic Designer,JD Internet ventures,Kathmandu,4/8/2019,www.merojob.com/graphic-designer-600
Sales Engineer (Male),The Real PBX,"Kathmandu, Nepal",4/14/2019,www.merojob.com/sales-engineer-38
Pre Primary Grade Teacher,Woodsville School,"Thasikhel, Lalitpur",4/12/2019,www.merojob.com/pre-primary-grade-teacher-11
Grade Teacher (1 and 2),Elixir Academy,"Kumarigal, Chabahil",4/11/2019,www.merojob.com/grade-teacher-1-and-2
Primary Level Teachers,Elixir Academy,"Kumarigal, Chabahil",4/11/2019,www.merojob.com/primary-level-teachers-32
Basic Level Teacher,Elixir Academy,"Kumarigal, Chabahil",4/11/2019,www.merojob.com/basic-level-teacher
Morning and Evening Class Tutor,Elixir Academy,"Kumarigal, Chabahil",4/11/2019,www.merojob.com/morning-and-evening-class-tutor
Teachers (Intermediate)- Few,Xavier International College,"Kalopul, Kathmandu",4/12/2019,www.merojob.com/teachers-intermediate-few
Lab Assistants,Xavier International College,"Kalopul, Kathmandu",4/12/2019,www.merojob.com/lab-assistants-2
Librarian,Xavier International College,"Kalopul, Kathmandu",4/12/2019,www.merojob.com/librarian-88
Sr. Counselors North America (US/Canada),AECC Global Nepal,"Kathmandu, Chitwan and Pokhara",4/9/2019,www.merojob.com/sr-counselors-north-america-uscanada
Sr. Counselors (Australia),AECC Global Nepal,"Kathmandu, Chitwan and Pokhara",4/9/2019,www.merojob.com/sr-counselors-australia
MIS Executive,AECC Global Nepal,"Kathmandu, Nepal",4/9/2019,www.merojob.com/mis-executive-7
SAT Instructors,AECC Global Nepal,"Kathmandu, Nepal",4/9/2019,www.merojob.com/sat-instructors-2
IELTS Instructor,AECC Global Nepal,Kathmandu and Chitwan,4/9/2019,www.merojob.com/ielts-instructor-69
Sr. Counselors (New Zealand),AECC Global Nepal,Chitwan and Pokhara,4/9/2019,www.merojob.com/sr-counselors-new-zealand
Sr. Lecturer/ Lecturer,Sagarmatha Engineering College,"Sanepa, Lalitpur",4/8/2019,www.merojob.com/sr-lecturer-lecturer-3
Secondary Level Teachers (9 & 10),Kanjirowa National Secondary School,"Koteshwor, Kathmandu",4/7/2019,www.merojob.com/secondary-level-teachers-9-10
Basic Level Teachers (1-3),Kanjirowa National Secondary School,"Koteshwor, Kathmandu",4/7/2019,www.merojob.com/basic-level-teachers-1-3-2
Lecturer/Asst. Lecturer,Universal Engineering and Science College,"Chakupat, Lalitpur",4/13/2019,www.merojob.com/lecturerasst-lecturer-4
Lab Assistant,Universal Engineering and Science College,"Chakupat, Lalitpur",4/13/2019,www.merojob.com/lab-assistant-48
Montessori Level Teachers- Females,Shine Model School,"Swoyambhu, Ringroad, Kathmandu",4/10/2019,www.merojob.com/montessori-level-teachers-females
Basic Level English Teacher,Shine Model School,"Swoyambhu, Ringroad, Kathmandu",4/10/2019,www.merojob.com/basic-level-english-teacher-2
Basic Level IT Teacher,Shine Model School,"Swoyambhu, Ringroad, Kathmandu",4/10/2019,www.merojob.com/basic-level-it-teacher
Secondary Level Science Teacher,Shine Model School,"Swoyambhu, Ringroad, Kathmandu",4/10/2019,www.merojob.com/secondary-level-science-teacher-17
Secondary Level IT Teacher,Shine Model School,"Kathmandu, Nepal",4/10/2019,www.merojob.com/secondary-level-it-teacher
Lower Secondary Level Subject Teachers (Math & Science),Genius School,"Tikhedewal-14, Mahalaxmisthan, Lalitpur",4/10/2019,www.merojob.com/lower-secondary-level-subject-teachers-math-science
Primary Level Grade Teachers- Few,Genius School,"Tikhedewal-14, Mahalaxmisthan, Lalitpur",4/10/2019,www.merojob.com/primary-level-grade-teachers-few-3
Primary Level Nepali Teacher,Genius School,"Tikhedewal-14, Mahalaxmisthan, Lalitpur",4/10/2019,www.merojob.com/primary-level-nepali-teacher
Art Teacher,Genius School,"Tikhedewal-14, Mahalaxmisthan, Lalitpur",4/10/2019,www.merojob.com/art-teacher-10
"PE Teacher- Football, Basketball and Cricket",Genius School,"Tikhedewal-14, Mahalaxmisthan, Lalitpur",4/10/2019,www.merojob.com/pe-teacher-football-basketball-and-cricket
"Music Teacher- Keyboard, Guitar, Violin and Flute",Genius School,"Tikhedewal-14, Mahalaxmisthan, Lalitpur",4/10/2019,www.merojob.com/music-teacher-keyboard-guitar-violin-and-flute
Teachers,Bhimeshwor Academy,"Kandaghari, Kathmandu",4/11/2019,www.merojob.com/teachers-64
Montessori Teacher,A Reputed School,"Kathmandu, Nepal",4/12/2019,www.merojob.com/montessori-teacher-29
Grade Teachers (1 to 4)- Few,A Reputed School,"Kathmandu, Nepal",4/12/2019,www.merojob.com/grade-teachers-1-to-4-few
Subject Teachers,A Reputed School,"Kathmandu, Nepal",4/12/2019,www.merojob.com/subject-teachers-12
Lecturers- Few,Trinity International College,"Dillibazar Height, Kathmandu, Nepal",4/11/2019,www.merojob.com/lecturers-few-3
